comune,provincia,regione,url,L'ALTRA EMILIA ROMAGNA,L'ALTRA EMILIA ROMAGNA_perc,MOVIMENTO 3V VACCINI VOGLIAMO VERITA',MOVIMENTO 3V VACCINI VOGLIAMO VERITA'_perc,POTERE AL POPOLO!,POTERE AL POPOLO!_perc,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE_perc,PARTITO DEMOCRATICO,PARTITO DEMOCRATICO_perc,VOLT EMILIA-ROMAGNA,VOLT EMILIA-ROMAGNA_perc,+EUROPA - PSI - PRI,+EUROPA - PSI - PRI_perc,BONACCINI PRESIDENTE,BONACCINI PRESIDENTE_perc,EMILIA-ROMAGNA CORAGGIOSA ECOLOGISTA PROGRESSISTA,EMILIA-ROMAGNA CORAGGIOSA ECOLOGISTA PROGRESSISTA_perc,EUROPA VERDE,EUROPA VERDE_perc,PARTITO COMUNISTA,PARTITO COMUNISTA_perc,LEGA,LEGA_perc,FORZA ITALIA,FORZA ITALIA_perc,PROGETTO EMILIA-ROMAGNA RETE CIVICA BORGONZONI PRESIDENTE,PROGETTO EMILIA-ROMAGNA RETE CIVICA BORGONZONI PRESIDENTE_perc,FRATELLI D'ITALIA,FRATELLI D'ITALIA_perc,IL POPOLO DELLA FAMIGLIA - CAMBIAMO!,IL POPOLO DELLA FAMIGLIA - CAMBIAMO!_perc,GIOVANI PER L'AMBIENTE,GIOVANI PER L'AMBIENTE_perc,TESORO CALABRIA CARLO TANSI PRESIDENTE,TESORO CALABRIA CARLO TANSI PRESIDENTE_perc,CALABRIA PULITA CON CARLO TANSI,CALABRIA PULITA CON CARLO TANSI_perc,CALABRIA LIBERA CON CARLO TANSI,CALABRIA LIBERA CON CARLO TANSI_perc,IO RESTO IN CALABRIA CON CALLIPO,IO RESTO IN CALABRIA CON CALLIPO_perc,DEMOCRATICI PROGRESSISTI CALABRIA,DEMOCRATICI PROGRESSISTI CALABRIA_perc,FORZA ITALIA BERLUSCONI PER SANTELLI,FORZA ITALIA BERLUSCONI PER SANTELLI_perc,JOLE SANTELLI PRESIDENTE,JOLE SANTELLI PRESIDENTE_perc,LEGA SALVINI CALABRIA,LEGA SALVINI CALABRIA_perc,GIORGIA MELONI FRATELLI D'ITALIA,GIORGIA MELONI FRATELLI D'ITALIA_perc,CASA DELLE LIBERTA',CASA DELLE LIBERTA'_perc,CALABRIA LIBERTAS UNIONE DI CENTRO,CALABRIA LIBERTAS UNIONE DI CENTRO_perc,LIBERI DI CAMBIARE CALABRIA CIVICA AIELL,LIBERI DI CAMBIARE CALABRIA CIVICA AIELL_perc,MOVIMENTO 5 STELLE ILBLOGDELLESTELLE.IT,MOVIMENTO 5 STELLE ILBLOGDELLESTELLE.IT_perc,LUGLI STEFANO_total_votes,LUGLI STEFANO_total_perc,BATTAGLIA DOMENICO_total_votes,BATTAGLIA DOMENICO_total_perc,COLLOT MARTA_total_votes,COLLOT MARTA_total_perc,BENINI SIMONE_total_votes,BENINI SIMONE_total_perc,BONACCINI STEFANO_total_votes,BONACCINI STEFANO_total_perc,BERGAMINI LAURA_total_votes,BERGAMINI LAURA_total_perc,BORGONZONI LUCIA_total_votes,BORGONZONI LUCIA_total_perc,TANSI CARLO_total_votes,TANSI CARLO_total_perc,CALLIPO FILIPPO_total_votes,CALLIPO FILIPPO_total_perc,SANTELLI JOLE_total_votes,SANTELLI JOLE_total_perc,AIELLO FRANCESCO_total_votes,AIELLO FRANCESCO_total_perc
PETRONA',,,,0,0.0,0,0.0,0,0.0,0,0.0,104,9.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,45,3.91,0,0.0,0,0.0,61,5.3,37,3.21,106,9.2,57,4.95,159,13.8,90,7.81,221,19.18,105,9.11,4,0.35,100,8.68,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,49,4.25,220,19.1,745,64.67,108,9.38
PIANOPOLI,,,,0,0.0,0,0.0,0,0.0,0,0.0,769,54.31,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,79,5.58,0,0.0,0,0.0,59,4.17,21,1.48,22,1.55,51,3.6,117,8.26,59,4.17,48,3.39,21,1.48,8,0.56,63,4.45,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,85,6.0,876,61.86,323,22.81,76,5.37
PLATANIA,,,,0,0.0,0,0.0,0,0.0,0,0.0,108,11.48,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,49,5.21,0,0.0,0,0.0,60,6.38,20,2.13,131,13.92,134,14.24,165,17.53,43,4.57,33,3.51,77,8.18,11,1.17,52,5.53,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,52,5.53,201,21.36,587,62.38,66,7.01
SAN FLORO,,,,0,0.0,0,0.0,0,0.0,0,0.0,62,17.56,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13,3.68,0,0.0,0,0.0,23,6.52,27,7.65,40,11.33,7,1.98,48,13.6,29,8.22,54,15.3,12,3.4,3,0.85,23,6.52,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15,4.25,116,32.86,190,53.82,28,7.93
SAN MANGO D'AQUINO,,,,0,0.0,0,0.0,0,0.0,0,0.0,69,8.89,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,57,7.35,0,0.0,0,0.0,57,7.35,20,2.58,106,13.66,60,7.73,123,15.85,20,2.58,31,3.99,138,17.78,2,0.26,45,5.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,59,7.6,155,19.97,478,61.6,47,6.06
SAN PIETRO A MAIDA,,,,0,0.0,0,0.0,0,0.0,0,0.0,181,11.26,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,47,2.92,0,0.0,0,0.0,156,9.71,194,12.07,148,9.21,82,5.1,192,11.95,131,8.15,133,8.28,91,5.66,9,0.56,110,6.85,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,50,3.11,587,36.53,788,49.04,121,7.53
SAN PIETRO APOSTOLO,,,,0,0.0,0,0.0,0,0.0,0,0.0,119,15.54,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,38,4.96,0,0.0,0,0.0,116,15.14,23,3.0,26,3.39,11,1.44,128,16.71,42,5.48,42,5.48,71,9.27,43,5.61,50,6.53,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,41,5.35,277,36.16,322,42.04,94,12.27
SAN SOSTENE,,,,0,0.0,0,0.0,0,0.0,0,0.0,55,8.94,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,25,4.07,0,0.0,0,0.0,36,5.85,9,1.46,85,13.82,5,0.81,216,35.12,35,5.69,34,5.53,26,4.23,3,0.49,50,8.13,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,30,4.88,113,18.37,404,65.69,53,8.62
SANTA CATERINA DELLO IONIO,,,,0,0.0,0,0.0,0,0.0,0,0.0,315,29.69,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,22,2.07,0,0.0,0,0.0,62,5.84,69,6.5,196,18.47,13,1.23,110,10.37,33,3.11,120,11.31,50,4.71,3,0.28,27,2.54,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,25,2.36,451,42.51,522,49.2,31,2.92
SANT'ANDREA APOSTOLO DELLO IONIO,,,,0,0.0,0,0.0,0,0.0,0,0.0,212,24.74,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,49,5.72,0,0.0,0,0.0,115,13.42,18,2.1,37,4.32,40,4.67,103,12.02,38,4.43,98,11.44,37,4.32,6,0.7,49,5.72,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,58,6.77,367,42.82,357,41.66,55,6.42
SAN VITO SULLO IONIO,,,,0,0.0,0,0.0,0,0.0,0,0.0,82,10.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,34,4.44,0,0.0,0,0.0,144,18.8,20,2.61,47,6.14,28,3.66,139,18.15,39,5.09,78,10.18,61,7.96,3,0.39,14,1.83,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,35,4.57,261,34.07,399,52.09,17,2.22
SATRIANO,,,,0,0.0,0,0.0,0,0.0,0,0.0,217,14.21,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,106,6.94,0,0.0,0,0.0,119,7.79,36,2.36,255,16.7,35,2.29,195,12.77,118,7.73,147,9.63,101,6.61,10,0.65,71,4.65,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,126,8.25,406,26.59,856,56.06,83,5.44
SELLIA,,,,0,0.0,0,0.0,0,0.0,0,0.0,84,32.31,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.77,0,0.0,0,0.0,8,3.08,6,2.31,54,20.77,16,6.15,37,14.23,21,8.08,5,1.92,5,1.92,1,0.38,9,3.46,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,1.92,101,38.85,139,53.46,10,3.85
SELLIA MARINA,,,,0,0.0,0,0.0,0,0.0,0,0.0,424,13.45,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,184,5.84,0,0.0,0,0.0,247,7.84,273,8.66,380,12.06,76,2.41,445,14.12,218,6.92,325,10.31,64,2.03,16,0.51,269,8.53,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,207,6.57,1018,32.3,1560,49.49,297,9.42
SERRASTRETTA,,,,0,0.0,0,0.0,0,0.0,0,0.0,289,19.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,81,5.34,0,0.0,0,0.0,110,7.25,42,2.77,96,6.32,84,5.53,200,13.18,60,3.95,237,15.61,25,1.65,25,1.65,117,7.71,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,101,6.65,476,31.36,710,46.77,159,10.47
SERSALE,,,,0,0.0,0,0.0,0,0.0,0,0.0,510,23.15,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,93,4.22,0,0.0,0,0.0,62,2.81,167,7.58,202,9.17,32,1.45,208,9.44,75,3.4,110,4.99,282,12.8,11,0.5,324,14.71,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,101,4.58,776,35.22,918,41.67,348,15.8
SETTINGIANO,,,,0,0.0,0,0.0,0,0.0,0,0.0,196,12.85,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,100,6.56,0,0.0,0,0.0,79,5.18,31,2.03,273,17.9,43,2.82,197,12.92,121,7.93,230,15.08,48,3.15,15,0.98,80,5.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,100,6.56,352,23.08,917,60.13,98,6.43
SIMERI CRICHI,,,,0,0.0,0,0.0,0,0.0,0,0.0,306,14.55,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,145,6.89,0,0.0,0,0.0,85,4.04,83,3.95,308,14.65,47,2.23,382,18.16,122,5.8,187,8.89,71,3.38,20,0.95,157,7.47,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,204,9.7,513,24.39,1132,53.83,191,9.08
SORBO SAN BASILE,,,,0,0.0,0,0.0,0,0.0,0,0.0,33,8.13,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,2.96,0,0.0,0,0.0,14,3.45,22,5.42,54,13.3,17,4.19,69,17.0,18,4.43,31,7.64,26,6.4,7,1.72,86,21.18,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13,3.2,72,17.73,217,53.45,95,23.4
SOVERATO,,,,0,0.0,0,0.0,0,0.0,0,0.0,610,14.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,252,5.83,0,0.0,0,0.0,416,9.63,74,1.71,983,22.74,98,2.27,430,9.95,303,7.01,203,4.7,230,5.32,28,0.65,204,4.72,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,295,6.83,1276,29.52,2323,53.75,240,5.55
SOVERIA MANNELLI,,,,0,0.0,0,0.0,0,0.0,0,0.0,185,11.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,77,4.79,0,0.0,0,0.0,96,5.97,46,2.86,60,3.73,65,4.04,236,14.67,74,4.6,79,4.91,38,2.36,400,24.86,164,10.19,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,86,5.34,357,22.19,562,34.93,579,35.99
SOVERIA SIMERI,,,,0,0.0,0,0.0,0,0.0,0,0.0,123,16.16,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,39,5.12,0,0.0,0,0.0,43,5.65,30,3.94,49,6.44,19,2.5,217,28.52,38,4.99,54,7.1,37,4.86,13,1.71,59,7.75,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,44,5.78,211,27.73,415,54.53,72,9.46
SQUILLACE,,,,0,0.0,0,0.0,0,0.0,0,0.0,248,14.24,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,106,6.09,0,0.0,0,0.0,124,7.12,49,2.81,118,6.78,81,4.65,299,17.17,154,8.85,170,9.76,92,5.28,135,7.75,59,3.39,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,113,6.49,452,25.96,920,52.84,201,11.55
STALETTI',,,,0,0.0,0,0.0,0,0.0,0,0.0,174,14.83,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,51,4.35,0,0.0,0,0.0,68,5.8,30,2.56,97,8.27,80,6.82,159,13.55,224,19.1,114,9.72,27,2.3,19,1.62,57,4.86,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,53,4.52,296,25.23,703,59.93,81,6.91
TAVERNA,,,,0,0.0,0,0.0,0,0.0,0,0.0,302,20.64,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,31,2.12,0,0.0,0,0.0,54,3.69,48,3.28,452,30.9,43,2.94,88,6.02,155,10.59,39,2.67,67,4.58,8,0.55,99,6.77,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,34,2.32,421,28.78,855,58.44,110,7.52
BELVEDERE DI SPINELLO,,,,0,0.0,0,0.0,0,0.0,0,0.0,117,15.42,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,28,3.69,0,0.0,0,0.0,28,3.69,152,20.03,36,4.74,9,1.19,104,13.7,72,9.49,22,2.9,45,5.93,20,2.64,98,12.91,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,28,3.69,300,39.53,289,38.08,118,15.55
CACCURI,,,,0,0.0,0,0.0,0,0.0,0,0.0,122,16.27,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,41,5.47,0,0.0,0,0.0,38,5.07,104,13.87,73,9.73,13,1.73,150,20.0,85,11.33,43,5.73,6,0.8,3,0.4,35,4.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,45,6.0,274,36.53,370,49.33,40,5.33
CARFIZZI,,,,0,0.0,0,0.0,0,0.0,0,0.0,89,33.97,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16,6.11,0,0.0,0,0.0,7,2.67,31,11.83,7,2.67,1,0.38,35,13.36,20,7.63,11,4.2,0,0.0,10,3.82,18,6.87,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,28,10.69,128,48.85,75,28.63,29,11.07
CASABONA,,,,0,0.0,0,0.0,0,0.0,0,0.0,109,12.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37,4.16,0,0.0,0,0.0,7,0.79,258,28.99,39,4.38,8,0.9,119,13.37,83,9.33,54,6.07,13,1.46,25,2.81,67,7.53,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,41,4.61,392,44.04,326,36.63,98,11.01
CASTELSILANO,,,,0,0.0,0,0.0,0,0.0,0,0.0,87,19.38,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,35,7.8,0,0.0,0,0.0,6,1.34,64,14.25,52,11.58,14,3.12,42,9.35,45,10.02,28,6.24,13,2.9,6,1.34,43,9.58,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,35,7.8,159,35.41,194,43.21,49,10.91
CERENZIA,,,,0,0.0,0,0.0,0,0.0,0,0.0,125,24.22,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,38,7.36,0,0.0,0,0.0,4,0.78,43,8.33,50,9.69,10,1.94,83,16.09,38,7.36,52,10.08,5,0.97,2,0.39,33,6.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,38,7.36,181,35.08,238,46.12,39,7.56
CIRO',,,,0,0.0,0,0.0,0,0.0,0,0.0,134,16.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,22,2.71,0,0.0,0,0.0,19,2.34,164,20.2,37,4.56,20,2.46,157,19.33,31,3.82,9,1.11,10,1.23,112,13.79,45,5.54,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,22,2.71,323,39.78,266,32.76,157,19.33
CIRO' MARINA,,,,0,0.0,0,0.0,0,0.0,0,0.0,365,9.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,156,3.95,0,0.0,0,0.0,70,1.77,564,14.29,287,7.27,363,9.2,847,21.46,230,5.83,131,3.32,69,1.75,356,9.02,297,7.52,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,169,4.28,1039,26.32,1944,49.25,671,17.0
COTRONEI,,,,0,0.0,0,0.0,0,0.0,0,0.0,310,14.52,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,175,8.2,0,0.0,0,0.0,28,1.31,130,6.09,69,3.23,39,1.83,322,15.08,264,12.37,420,19.67,64,3.0,3,0.14,161,7.54,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,182,8.52,495,23.19,1219,57.1,172,8.06
CROTONE,,,,0,0.0,0,0.0,0,0.0,0,0.0,2853,12.82,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3420,15.37,0,0.0,0,0.0,727,3.27,2292,10.3,1885,8.47,1502,6.75,2952,13.27,1377,6.19,718,3.23,133,0.6,311,1.4,2521,11.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3567,16.03,6250,28.09,8880,39.92,2984,13.41
CRUCOLI,,,,0,0.0,0,0.0,0,0.0,0,0.0,88,6.89,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,47,3.68,0,0.0,0,0.0,12,0.94,492,38.53,51,3.99,20,1.57,182,14.25,137,10.73,25,1.96,6,0.47,64,5.01,93,7.28,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,50,3.92,609,47.69,422,33.05,157,12.29
CUTRO,,,,0,0.0,0,0.0,0,0.0,0,0.0,406,11.23,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,124,3.43,0,0.0,0,0.0,163,4.51,364,10.07,313,8.66,98,2.71,691,19.12,320,8.85,578,15.99,34,0.94,15,0.42,346,9.57,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,126,3.49,953,26.37,2051,56.75,363,10.04
ISOLA DI CAPO RIZZUTO,,,,0,0.0,0,0.0,0,0.0,0,0.0,1480,27.53,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,146,2.72,0,0.0,0,0.0,77,1.43,462,8.59,462,8.59,371,6.9,739,13.75,567,10.55,270,5.02,205,3.81,183,3.4,237,4.41,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,153,2.85,2034,37.83,2620,48.74,423,7.87
MELISSA,,,,0,0.0,0,0.0,0,0.0,0,0.0,148,11.28,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,21,1.6,0,0.0,0,0.0,10,0.76,580,44.21,25,1.91,41,3.12,208,15.85,113,8.61,12,0.91,2,0.15,21,1.6,79,6.02,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,21,1.6,740,56.4,408,31.1,102,7.77
MESORACA,,,,0,0.0,0,0.0,0,0.0,0,0.0,560,25.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,122,5.47,0,0.0,0,0.0,84,3.77,92,4.12,215,9.64,40,1.79,242,10.85,452,20.26,147,6.59,26,1.17,11,0.49,147,6.59,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,124,5.56,757,33.93,1130,50.65,161,7.22
PALLAGORIO,,,,0,0.0,0,0.0,0,0.0,0,0.0,81,16.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,22,4.56,0,0.0,0,0.0,11,2.28,115,23.86,19,3.94,12,2.49,125,25.93,10,2.07,4,0.83,1,0.21,12,2.49,38,7.88,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24,4.98,214,44.4,173,35.89,50,10.37
TIRIOLO,,,,0,0.0,0,0.0,0,0.0,0,0.0,385,23.35,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,119,7.22,0,0.0,0,0.0,178,10.79,70,4.24,125,7.58,58,3.52,177,10.73,54,3.27,113,6.85,36,2.18,11,0.67,96,5.82,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,138,8.37,751,45.54,568,34.45,121,7.34
TORRE DI RUGGIERO,,,,0,0.0,0,0.0,0,0.0,0,0.0,36,8.39,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,1.4,0,0.0,0,0.0,50,11.66,13,3.03,31,7.23,7,1.63,87,20.28,24,5.59,32,7.46,97,22.61,2,0.47,13,3.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,1.63,104,24.24,280,65.27,15,3.5
VALLEFIORITA,,,,0,0.0,0,0.0,0,0.0,0,0.0,204,25.12,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16,1.97,0,0.0,0,0.0,63,7.76,11,1.35,32,3.94,11,1.35,105,12.93,103,12.68,162,19.95,10,1.23,11,1.35,36,4.43,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17,2.09,287,35.34,427,52.59,47,5.79
ZAGARISE,,,,0,0.0,0,0.0,0,0.0,0,0.0,61,6.88,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17,1.92,0,0.0,0,0.0,14,1.58,371,41.87,101,11.4,8,0.9,99,11.17,73,8.24,21,2.37,14,1.58,4,0.45,50,5.64,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,23,2.6,456,51.47,322,36.34,56,6.32
ACQUAFORMOSA,,,,0,0.0,0,0.0,0,0.0,0,0.0,157,28.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17,3.04,2,0.36,1,0.18,33,5.9,80,14.31,25,4.47,7,1.25,72,12.88,35,6.26,49,8.77,23,4.11,1,0.18,31,5.55,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,21,3.76,274,49.02,215,38.46,32,5.72
BOVA MARINA,,,,0,0.0,0,0.0,0,0.0,0,0.0,256,14.27,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,22,1.23,0,0.0,0,0.0,33,1.84,80,4.46,165,9.2,159,8.86,79,4.4,104,5.8,72,4.01,625,34.84,29,1.62,51,2.84,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,25,1.39,398,22.19,1209,67.39,83,4.63
